    0.18873E+03   -0.97493E+01   -0.32140E+02
    0.15281E+02   -0.82575E+01   -0.35414E+02
   -0.85188E+02   -0.39726E+02   -0.51758E+02
    0.29170E+02   -0.30814E+03   -0.43829E+02
   -0.11866E+03   -0.17260E+03   -0.47498E+02
    0.73816E+02   -0.55038E+01    0.67883E+02
    0.18010E+03   -0.26718E+03   -0.40920E+02
    0.17126E+03   -0.23792E+03   -0.40976E+02
    0.27565E+03   -0.10590E+03   -0.36771E+02
    0.18369E+03   -0.11404E+02   -0.31833E+02
    0.13799E+03   -0.57142E+01   -0.25955E+02
    0.20251E+02   -0.26467E+02   -0.58414E+02
   -0.62006E+02   -0.28379E+03   -0.45467E+02
    0.27366E+03   -0.80190E+02   -0.35772E+02
    0.16982E+03   -0.88455E+02   -0.36041E+02
   -0.31561E+02   -0.41263E+02   -0.53547E+02
    0.69027E+02   -0.20874E+03   -0.43189E+02
    0.67509E+03   -0.94701E+02   -0.36790E+02
    0.13658E+03   -0.43089E+01   -0.24697E+02
    0.17073E+03   -0.75951E+02   -0.34395E+02
    0.36370E+03   -0.46009E+02   -0.35926E+02
    0.20517E+02   -0.11755E+02   -0.34909E+02
    0.16158E+03   -0.40517E+02   -0.32155E+02
    0.15724E+03   -0.19119E+02   -0.30865E+02
    0.19969E+03   -0.33734E+03   -0.40785E+02
    0.14311E+02   -0.74513E+01   -0.41060E+02
   -0.40580E+02   -0.99052E+01   -0.54138E+02
    0.12545E+03   -0.52948E+01   -0.42109E+01
   -0.32135E+02   -0.34447E+02   -0.54344E+02
    0.11242E+03   -0.90084E+01   -0.36187E+02
    0.73190E+02   -0.62058E+01    0.57529E+02
   -0.97424E+02   -0.10098E+03   -0.49135E+02
    0.83373E+02   -0.19116E+03   -0.42627E+02
   -0.23507E+03   -0.24751E+03   -0.47325E+02
    0.12628E+03   -0.18021E+02   -0.30452E+02
    0.11714E+02   -0.12248E+02   -0.54057E+02
    0.17216E+02   -0.26531E+02   -0.58333E+02
    0.91197E+01   -0.26492E+02   -0.58238E+02
    0.11056E+03   -0.55358E+01   -0.27642E+02
    0.37587E+03   -0.33516E+02   -0.35974E+02
    0.14729E+03   -0.18541E+02   -0.30327E+02
   -0.23577E+01   -0.29396E+02   -0.57116E+02
   -0.76978E+01   -0.26398E+01   -0.53082E+02
    0.31701E+02   -0.10679E+02   -0.33502E+02
    0.32143E+03   -0.26902E+03   -0.38975E+02
   -0.37768E+02   -0.30699E+03   -0.44866E+02
    0.48362E+02   -0.64380E+02   -0.45180E+02
    0.12366E+03   -0.19254E+02   -0.31101E+02
   -0.58604E+02   -0.12053E+03   -0.48283E+02
