    0.18873E+03   -0.97493E+01    0.17760E-02   -0.27506E+01   -0.62944E+01
    0.15281E+02   -0.82575E+01    0.48805E+02    0.16885E+01    0.93565E+00
   -0.85188E+02   -0.39726E+02    0.12001E-03   -0.39208E+01   -0.83389E+01
    0.29170E+02   -0.30814E+03    0.64802E-05   -0.51884E+01   -0.11714E+02
   -0.11866E+03   -0.17260E+03    0.12499E-04   -0.49031E+01   -0.10521E+02
    0.73816E+02   -0.55038E+01    0.88572E+02    0.19473E+01    0.17049E+01
    0.18010E+03   -0.26718E+03    0.60098E-05   -0.52211E+01   -0.11532E+02
    0.17126E+03   -0.23792E+03    0.49876E-05   -0.53021E+01   -0.11424E+02
    0.27565E+03   -0.10590E+03    0.28980E-04   -0.45379E+01   -0.99852E+01
    0.18369E+03   -0.11404E+02    0.21668E-02   -0.26642E+01   -0.60111E+01
    0.13799E+03   -0.57142E+01    0.38962E+00   -0.40936E+00   -0.20614E+01
    0.20251E+02   -0.26467E+02    0.15643E+01    0.19432E+00   -0.23284E+01
   -0.62006E+02   -0.28379E+03    0.70003E-05   -0.51549E+01   -0.11604E+02
    0.27366E+03   -0.80190E+02    0.10795E-04   -0.49668E+01   -0.97538E+01
    0.16982E+03   -0.88455E+02    0.88872E-03   -0.30512E+01   -0.80578E+01
   -0.31561E+02   -0.41263E+02    0.13085E-01   -0.18832E+01   -0.58031E+01
    0.69027E+02   -0.20874E+03    0.43644E-04   -0.43601E+01   -0.10314E+02
    0.67509E+03   -0.94701E+02    0.10810E-07   -0.79662E+01   -0.14565E+02
    0.13658E+03   -0.43089E+01    0.66974E+00   -0.17409E+00   -0.16035E+01
    0.17073E+03   -0.75951E+02    0.13028E-02   -0.28851E+01   -0.74107E+01
    0.36370E+03   -0.46009E+02    0.40719E-05   -0.53902E+01   -0.10879E+02
    0.20517E+02   -0.11755E+02    0.63282E+02    0.18013E+01    0.39944E+00
    0.16158E+03   -0.40517E+02    0.11086E-01   -0.19552E+01   -0.56754E+01
    0.15724E+03   -0.19119E+02    0.58107E-01   -0.12358E+01   -0.45235E+01
    0.19969E+03   -0.33734E+03    0.11880E-05   -0.59252E+01   -0.12639E+02
    0.14311E+02   -0.74513E+01    0.47838E+02    0.16798E+01    0.11932E+01
   -0.40580E+02   -0.99052E+01    0.38726E-03   -0.34120E+01   -0.60783E+01
    0.12545E+03   -0.52948E+01    0.95890E+01    0.98177E+00    0.44732E+00
   -0.32135E+02   -0.34447E+02    0.33172E-02   -0.24792E+01   -0.59562E+01
    0.11242E+03   -0.90084E+01    0.68794E+02    0.18376E+01    0.44780E+00
    0.73190E+02   -0.62058E+01    0.11489E+03    0.20603E+01    0.15520E+01
   -0.97424E+02   -0.10098E+03    0.18302E-03   -0.37375E+01   -0.90703E+01
    0.83373E+02   -0.19116E+03    0.83411E-04   -0.40788E+01   -0.98894E+01
   -0.23507E+03   -0.24751E+03    0.22269E-05   -0.56523E+01   -0.12262E+02
    0.12628E+03   -0.18021E+02    0.99166E+00   -0.36392E-02   -0.22233E+01
    0.11714E+02   -0.12248E+02    0.34112E+02    0.15329E+01    0.82261E-01
    0.17216E+02   -0.26531E+02    0.10469E+01    0.19893E-01   -0.24566E+01
    0.91197E+01   -0.26492E+02    0.72193E+00   -0.14150E+00   -0.26081E+01
    0.11056E+03   -0.55358E+01    0.60504E+02    0.17818E+01    0.12792E+01
    0.37587E+03   -0.33516E+02    0.32214E-05   -0.54920E+01   -0.10866E+02
    0.14729E+03   -0.18541E+02    0.14750E+00   -0.83122E+00   -0.37813E+01
   -0.23577E+01   -0.29396E+02    0.25195E+00   -0.59868E+00   -0.34279E+01
   -0.76978E+01   -0.26398E+01    0.43875E+00   -0.35778E+00   -0.11874E+01
    0.31701E+02   -0.10679E+02    0.49835E+02    0.16975E+01    0.45303E+00
    0.32143E+03   -0.26902E+03    0.65601E-06   -0.61831E+01   -0.12468E+02
   -0.37768E+02   -0.30699E+03    0.75352E-05   -0.51229E+01   -0.11750E+02
    0.48362E+02   -0.64380E+02    0.43895E-01   -0.13576E+01   -0.53717E+01
    0.12366E+03   -0.19254E+02    0.22589E+01    0.35389E+00   -0.20066E+01
   -0.58604E+02   -0.12053E+03    0.17303E-03   -0.37619E+01   -0.90098E+01
    0.13747E+03    0.45016E+00    0.54982E+00   -0.25978E+00   -0.14799E+01
    0.26907E+03   -0.90602E+02    0.22232E-04   -0.46530E+01   -0.96313E+01
    0.15472E+03   -0.41318E+02    0.11137E-01   -0.19532E+01   -0.56479E+01
    0.51359E+02   -0.47583E+01    0.15803E+03    0.21987E+01    0.18007E+01
    0.77236E+01   -0.66620E+01    0.46242E+02    0.16650E+01    0.14513E+01
    0.88222E+02   -0.55574E+01    0.88368E+02    0.19463E+01    0.16301E+01
    0.23070E+02   -0.32382E+02    0.18386E+00   -0.73551E+00   -0.30748E+01
    0.18037E+03   -0.22305E+02    0.55964E-02   -0.22521E+01   -0.59859E+01
    0.13461E+02   -0.12132E+02    0.56173E+02    0.17495E+01    0.38657E+00
    0.13293E+03   -0.27961E+01    0.83711E+00   -0.77218E-01   -0.65288E+00
    0.71998E+02   -0.14300E+02    0.12676E+02    0.11030E+01   -0.42514E+00
    0.12447E+03   -0.28335E+03    0.99219E-05   -0.50034E+01   -0.11447E+02
    0.57236E+03   -0.27528E+03    0.18973E-07   -0.77219E+01   -0.14268E+02
    0.91500E+02   -0.95232E+01    0.41798E+02    0.16212E+01    0.54872E+00
    0.79622E+02   -0.10022E+02    0.78480E+02    0.18948E+01    0.55890E+00
    0.29473E+03   -0.11386E+03    0.19998E-04   -0.46990E+01   -0.10379E+02
   -0.83553E+01   -0.36206E+01    0.16896E+00   -0.77221E+00   -0.15815E+01
    0.84004E+01   -0.72207E+01    0.31519E+02    0.14986E+01    0.12952E+01
   -0.89973E+02   -0.18139E+02    0.24252E-04   -0.46152E+01   -0.82236E+01
    0.48610E+02   -0.23831E+02    0.17912E+01    0.25314E+00   -0.21213E+01
    0.64235E+03   -0.93070E+02    0.15497E-07   -0.78097E+01   -0.14166E+02
   -0.43197E+02   -0.28866E+02    0.32754E-02   -0.24847E+01   -0.63273E+01
    0.74459E+02   -0.21215E+02    0.48035E+01    0.68156E+00   -0.15455E+01
    0.66958E+02   -0.11204E+02    0.50365E+02    0.17021E+01    0.27310E+00
    0.13496E+03   -0.14586E+01    0.87950E+00   -0.55766E-01   -0.10386E+01
    0.80549E+02   -0.84828E+01    0.12287E+03    0.20894E+01    0.93320E+00
    0.15784E+03   -0.14898E+02    0.17363E-01   -0.17604E+01   -0.45819E+01
    0.16245E+02   -0.75351E+01    0.75699E+02    0.18791E+01    0.12248E+01
    0.87426E+02   -0.60949E+01    0.73881E+02    0.18685E+01    0.14441E+01
    0.76180E+02   -0.18538E+02    0.87727E+01    0.94313E+00   -0.11899E+01
   -0.44403E+02   -0.87202E+01    0.35845E-03   -0.34456E+01   -0.63696E+01
    0.80705E+02   -0.11811E+02    0.46149E+02    0.16642E+01    0.14182E+00
    0.36918E+02   -0.10482E+02    0.37023E+02    0.15685E+01    0.41654E+00
    0.60541E+03   -0.27782E+03    0.10490E-07   -0.79792E+01   -0.14506E+02
    0.62488E+02   -0.80334E+01    0.52805E+02    0.17227E+01    0.97080E+00
    0.45179E+02   -0.95545E+01    0.11961E+02    0.10778E+01    0.51646E+00
    0.54073E+03   -0.99802E+02    0.91658E-07   -0.70378E+01   -0.13173E+02
    0.10870E+03   -0.10160E+02    0.27132E+02    0.14335E+01    0.24171E+00
    0.22162E+03   -0.14185E+02    0.13212E-03   -0.38790E+01   -0.78291E+01
