    0.18873E+03   -0.97493E+01    0.75709E-02   -0.21208E+01   -0.56647E+01
    0.15281E+02   -0.82575E+01    0.10573E+03    0.20242E+01    0.12714E+01
   -0.85188E+02   -0.39726E+02    0.55381E-03   -0.32566E+01   -0.76747E+01
    0.29170E+02   -0.30814E+03    0.13314E-04   -0.48757E+01   -0.11401E+02
   -0.11866E+03   -0.17260E+03    0.25705E-04   -0.45900E+01   -0.10208E+02
    0.73816E+02   -0.55038E+01    0.31801E+03    0.25024E+01    0.22601E+01
    0.18010E+03   -0.26718E+03    0.22029E-04   -0.46570E+01   -0.10968E+02
    0.17126E+03   -0.23792E+03    0.22502E-04   -0.46478E+01   -0.10770E+02
    0.27565E+03   -0.10590E+03    0.11895E-03   -0.39246E+01   -0.93720E+01
    0.18369E+03   -0.11404E+02    0.92960E-02   -0.20317E+01   -0.53786E+01
    0.13799E+03   -0.57142E+01    0.17212E+01    0.23584E+00   -0.14162E+01
    0.20251E+02   -0.26467E+02    0.24496E+01    0.38909E+00   -0.21336E+01
   -0.62006E+02   -0.28379E+03    0.14367E-04   -0.48426E+01   -0.11292E+02
    0.27366E+03   -0.80190E+02    0.43049E-04   -0.43660E+01   -0.91531E+01
    0.16982E+03   -0.88455E+02    0.34338E-02   -0.24642E+01   -0.74708E+01
   -0.31561E+02   -0.41263E+02    0.38460E-01   -0.14150E+01   -0.53348E+01
    0.69027E+02   -0.20874E+03    0.76986E-04   -0.41136E+01   -0.10068E+02
    0.67509E+03   -0.94701E+02    0.43662E-07   -0.73599E+01   -0.13958E+02
    0.13658E+03   -0.43089E+01    0.28826E+01    0.45979E+00   -0.96962E+00
    0.17073E+03   -0.75951E+02    0.54564E-02   -0.22631E+01   -0.67887E+01
    0.36370E+03   -0.46009E+02    0.15269E-04   -0.48162E+01   -0.10305E+02
    0.20517E+02   -0.11755E+02    0.84513E+02    0.19269E+01    0.52508E+00
    0.16158E+03   -0.40517E+02    0.49593E-01   -0.13046E+01   -0.50248E+01
    0.15724E+03   -0.19119E+02    0.27996E+00   -0.55291E+00   -0.38406E+01
    0.19969E+03   -0.33734E+03    0.49008E-05   -0.53097E+01   -0.12023E+02
    0.14311E+02   -0.74513E+01    0.83336E+02    0.19208E+01    0.14342E+01
   -0.40580E+02   -0.99052E+01    0.38660E-02   -0.24127E+01   -0.50791E+01
    0.12545E+03   -0.52948E+01    0.29856E+02    0.14750E+01    0.94057E+00
   -0.32135E+02   -0.34447E+02    0.14644E-01   -0.18343E+01   -0.53113E+01
    0.11242E+03   -0.90084E+01    0.20949E+03    0.23212E+01    0.93140E+00
    0.73190E+02   -0.62058E+01    0.28884E+03    0.24607E+01    0.19523E+01
   -0.97424E+02   -0.10098E+03    0.46784E-03   -0.33299E+01   -0.86627E+01
    0.83373E+02   -0.19116E+03    0.20023E-03   -0.36985E+01   -0.95091E+01
   -0.23507E+03   -0.24751E+03    0.51783E-05   -0.52858E+01   -0.11895E+02
    0.12628E+03   -0.18021E+02    0.32692E+01    0.51445E+00   -0.17053E+01
    0.11714E+02   -0.12248E+02    0.41299E+02    0.16159E+01    0.16529E+00
    0.17216E+02   -0.26531E+02    0.14889E+01    0.17286E+00   -0.23036E+01
    0.91197E+01   -0.26492E+02    0.12213E+01    0.86827E-01   -0.23798E+01
    0.11056E+03   -0.55358E+01    0.16750E+03    0.22240E+01    0.17215E+01
    0.37587E+03   -0.33516E+02    0.12158E-04   -0.49151E+01   -0.10289E+02
    0.14729E+03   -0.18541E+02    0.70973E+00   -0.14891E+00   -0.30990E+01
   -0.23577E+01   -0.29396E+02    0.56475E+00   -0.24815E+00   -0.30774E+01
   -0.76978E+01   -0.26398E+01    0.23430E+00   -0.63022E+00   -0.14598E+01
    0.31701E+02   -0.10679E+02    0.83003E+02    0.19191E+01    0.67458E+00
    0.32143E+03   -0.26902E+03    0.29936E-05   -0.55238E+01   -0.11808E+02
   -0.37768E+02   -0.30699E+03    0.13661E-04   -0.48645E+01   -0.11492E+02
    0.48362E+02   -0.64380E+02    0.61177E-01   -0.12134E+01   -0.52275E+01
    0.12366E+03   -0.19254E+02    0.72188E+01    0.85846E+00   -0.15021E+01
   -0.58604E+02   -0.12053E+03    0.34024E-03   -0.34682E+01   -0.87162E+01
    0.13747E+03    0.45016E+00    0.23993E+01    0.38009E+00   -0.84004E+00
    0.26907E+03   -0.90602E+02    0.91840E-04   -0.40370E+01   -0.90153E+01
    0.15472E+03   -0.41318E+02    0.44082E-01   -0.13557E+01   -0.50504E+01
    0.51359E+02   -0.47583E+01    0.35485E+03    0.25500E+01    0.21520E+01
    0.77236E+01   -0.66620E+01    0.38413E+02    0.15845E+01    0.13708E+01
