    0.18873E+03   -0.97493E+01    0.38239E+03    0.25825E+01
    0.15281E+02   -0.82575E+01    0.36064E+03    0.25571E+01
   -0.85188E+02   -0.39726E+02    0.83769E+03    0.29231E+01
    0.29170E+02   -0.30814E+03    0.53211E+03    0.27260E+01
   -0.11866E+03   -0.17260E+03    0.60718E+03    0.27833E+01
    0.73816E+02   -0.55038E+01    0.32724E+03    0.25149E+01
    0.18010E+03   -0.26718E+03    0.48473E+03    0.26855E+01
    0.17126E+03   -0.23792E+03    0.48402E+03    0.26849E+01
    0.27565E+03   -0.10590E+03    0.44388E+03    0.26473E+01
    0.18369E+03   -0.11404E+02    0.37614E+03    0.25754E+01
    0.13799E+03   -0.57142E+01    0.33337E+03    0.25229E+01
    0.20251E+02   -0.26467E+02    0.63808E+03    0.28049E+01
   -0.62006E+02   -0.28379E+03    0.55868E+03    0.27472E+01
    0.27366E+03   -0.80190E+02    0.43617E+03    0.26397E+01
    0.16982E+03   -0.88455E+02    0.42789E+03    0.26313E+01
   -0.31561E+02   -0.41263E+02    0.11019E+04    0.30421E+01
    0.69027E+02   -0.20874E+03    0.52983E+03    0.27241E+01
    0.67509E+03   -0.94701E+02    0.46811E+03    0.26703E+01
    0.13658E+03   -0.43089E+01    0.34202E+03    0.25341E+01
    0.17073E+03   -0.75951E+02    0.41421E+03    0.26172E+01
    0.36370E+03   -0.46009E+02    0.44760E+03    0.26509E+01
    0.20517E+02   -0.11755E+02    0.42271E+03    0.26260E+01
    0.16158E+03   -0.40517E+02    0.37301E+03    0.25717E+01
    0.15724E+03   -0.19119E+02    0.34821E+03    0.25418E+01
    0.19969E+03   -0.33734E+03    0.48210E+03    0.26831E+01
    0.14311E+02   -0.74513E+01    0.30478E+03    0.24840E+01
   -0.40580E+02   -0.99052E+01    0.15436E+04    0.31885E+01
    0.12545E+03   -0.52948E+01    0.26827E+03    0.24286E+01
   -0.32135E+02   -0.34447E+02    0.12533E+04    0.30980E+01
    0.11242E+03   -0.90084E+01    0.19287E+03    0.22853E+01
    0.73190E+02   -0.62058E+01    0.33598E+03    0.25263E+01
   -0.97424E+02   -0.10098E+03    0.68204E+03    0.28338E+01
    0.83373E+02   -0.19116E+03    0.52228E+03    0.27179E+01
   -0.23507E+03   -0.24751E+03    0.56067E+03    0.27487E+01
    0.12628E+03   -0.18021E+02    0.26471E+03    0.24228E+01
    0.11714E+02   -0.12248E+02    0.33951E+03    0.25309E+01
    0.17216E+02   -0.26531E+02    0.63702E+03    0.28041E+01
    0.91197E+01   -0.26492E+02    0.72533E+03    0.28605E+01
    0.11056E+03   -0.55358E+01    0.19381E+03    0.22874E+01
    0.37587E+03   -0.33516E+02    0.44889E+03    0.26521E+01
    0.14729E+03   -0.18541E+02    0.33198E+03    0.25211E+01
   -0.23577E+01   -0.29396E+02    0.10736E+04    0.30308E+01
   -0.76978E+01   -0.26398E+01    0.20834E+05    0.43188E+01
    0.31701E+02   -0.10679E+02    0.49818E+03    0.26974E+01
    0.32143E+03   -0.26902E+03    0.46511E+03    0.26676E+01
   -0.37768E+02   -0.30699E+03    0.54856E+03    0.27392E+01
    0.48362E+02   -0.64380E+02    0.62112E+03    0.27932E+01
    0.12366E+03   -0.19254E+02    0.26138E+03    0.24173E+01
   -0.58604E+02   -0.12053E+03    0.67453E+03    0.28290E+01
    0.13747E+03    0.45016E+00    0.36004E+03    0.25564E+01
    0.26907E+03   -0.90602E+02    0.43868E+03    0.26421E+01
    0.15472E+03   -0.41318E+02    0.36762E+03    0.25654E+01
    0.51359E+02   -0.47583E+01    0.38541E+03    0.25859E+01
    0.77236E+01   -0.66620E+01    0.20068E+03    0.23025E+01
    0.88222E+02   -0.55574E+01    0.31818E+03    0.25027E+01
    0.23070E+02   -0.32382E+02    0.70781E+03    0.28499E+01
    0.18037E+03   -0.22305E+02    0.37697E+03    0.25763E+01
    0.13461E+02   -0.12132E+02    0.35046E+03    0.25446E+01
    0.13293E+03   -0.27961E+01    0.36331E+03    0.25603E+01
    0.71998E+02   -0.14300E+02    0.46328E+03    0.26658E+01
    0.12447E+03   -0.28335E+03    0.50143E+03    0.27002E+01
    0.57236E+03   -0.27528E+03    0.46633E+03    0.26687E+01
    0.91500E+02   -0.95232E+01    0.38549E+03    0.25860E+01
    0.79622E+02   -0.10022E+02    0.38561E+03    0.25862E+01
    0.29473E+03   -0.11386E+03    0.44738E+03    0.26507E+01
   -0.83553E+01   -0.36206E+01    0.14816E+05    0.41707E+01
    0.84004E+01   -0.72207E+01    0.20271E+03    0.23069E+01
   -0.89973E+02   -0.18139E+02    0.84282E+03    0.29257E+01
    0.48610E+02   -0.23831E+02    0.68444E+03    0.28353E+01
    0.64235E+03   -0.93070E+02    0.46720E+03    0.26695E+01
   -0.43197E+02   -0.28866E+02    0.12113E+04    0.30833E+01
    0.74459E+02   -0.21215E+02    0.51581E+03    0.27125E+01
    0.66958E+02   -0.11204E+02    0.35834E+03    0.25543E+01
