      -5.000       0.000       0.000
       0.000       0.000       0.000
       1.000       0.050       0.000
       2.000       0.100       0.000
       3.000       0.120       0.000
       4.000       0.140       0.000
       5.000       0.180       0.000
       6.000       0.220       0.000
       7.000       0.200       0.000
       8.000       0.180       0.000
       9.000       0.110       0.000
      10.000       0.050       0.000
      11.000       0.020       0.000
      12.000      -0.010       0.000
      13.000      -0.060       0.000
      14.000      -0.110       0.000
      15.000      -0.150       0.000
      16.000      -0.190       0.000
      17.000      -0.150       0.000
      18.000      -0.110       0.000
      19.000      -0.050       0.000
      20.000       0.000       0.000
      21.000      -0.070       0.000
      22.000      -0.130       0.000
      23.000      -0.080       0.000
      24.000      -0.030       0.000
      25.000       0.030       0.000
      26.000       0.090       0.000
      27.000       0.090       0.000
      28.000       0.090       0.000
      29.000       0.120       0.000
      30.000       0.150       0.000
      31.000       0.160       0.000
      32.000       0.160       0.000
      33.000       0.210       0.000
      34.000       0.260       0.000
      35.000       0.240       0.000
      36.000       0.220       0.000
      37.000       0.350       0.000
      37.990       0.480       0.000
      38.990       0.480       0.000
      39.990       0.480       0.000
      40.990       0.550       0.000
      41.990       0.620       0.000
      42.980       0.730       0.000
      43.980       0.780       0.000
      44.980       0.830       0.000
      45.980       0.880       0.000
      46.980       0.930       0.000
      47.980       0.980       0.000
      48.980       0.940       0.000
      49.980       0.900       0.000
      50.980       0.860       0.000
      51.980       0.820       0.000
      52.980       0.880       0.000
      53.980       0.930       0.000
      54.980       0.890       0.000
      55.980       0.850       0.000
      56.980       0.800       0.000
      57.980       0.750       0.000
      58.980       0.780       0.000
      59.980       0.800       0.000
      60.980       0.800       0.000
      61.980       0.800       0.000
      62.990       0.810       0.000
      63.990       0.820       0.000
      64.990       0.810       0.000
      65.990       0.810       0.000
      66.990       0.830       0.000
      67.990       0.850       0.000
      68.990       0.870       0.000
      69.990       0.900       0.000
      70.990       1.000       0.000
      71.980       1.100       0.000
      72.980       1.200       0.000
      73.980       1.290       0.000
      74.980       1.340       0.000
      75.970       1.400       0.000
      76.970       1.460       0.000
      77.970       1.510       0.000
      78.970       1.410       0.000
      79.970       1.320       0.000
      80.970       1.370       0.000
      81.970       1.420       0.000
      82.970       1.370       0.000
      83.970       1.320       0.000
      84.970       1.350       0.000
      85.970       1.370       0.000
      86.970       1.400       0.000
      87.970       1.420       0.000
      88.970       1.390       0.000
      89.970       1.370       0.000
      90.970       1.420       0.000
      91.970       1.470       0.000
      92.970       1.480       0.000
      93.970       1.490       0.000
      94.970       1.500       0.000
      95.980       1.500       0.000
      96.980       1.520       0.000
      97.980       1.540       0.000
      98.980       1.540       0.000
      99.980       1.540       0.000
     100.980       1.580       0.000
     101.980       1.610       0.000
     102.980       1.600       0.000
     103.980       1.590       0.000
     104.980       1.620       0.000
     105.980       1.640       0.000
     106.980       1.680       0.000
     107.980       1.710       0.000
     108.980       1.730       0.000
     109.990       1.760       0.000
     110.990       1.810       0.000
     111.990       1.850       0.000
     112.990       1.840       0.000
     113.990       1.830       0.000
     114.990       1.840       0.000
     115.990       1.850       0.000
     116.990       1.860       0.000
     117.990       1.860       0.000
     118.990       1.830       0.000
     119.990       1.810       0.000
     120.990       1.860       0.000
     121.990       1.910       0.000
     122.990       1.960       0.000
     123.990       2.030       0.000
     124.990       2.140       0.000
     125.980       2.250       0.000
