    0.18873E+03   -0.97493E+01    0.43199E+03    0.26355E+01
    0.15281E+02   -0.82575E+01    0.40876E+03    0.26115E+01
   -0.85188E+02   -0.39726E+02    0.43919E+03    0.26427E+01
    0.29170E+02   -0.30814E+03    0.43315E+03    0.26366E+01
   -0.11866E+03   -0.17260E+03    0.43376E+03    0.26372E+01
    0.73816E+02   -0.55038E+01    0.18371E+03    0.22641E+01
    0.18010E+03   -0.26718E+03    0.43300E+03    0.26365E+01
    0.17126E+03   -0.23792E+03    0.43321E+03    0.26367E+01
    0.27565E+03   -0.10590E+03    0.43339E+03    0.26369E+01
    0.18369E+03   -0.11404E+02    0.43142E+03    0.26349E+01
    0.13799E+03   -0.57142E+01    0.37664E+03    0.25759E+01
    0.20251E+02   -0.26467E+02    0.64918E+03    0.28124E+01
   -0.62006E+02   -0.28379E+03    0.43312E+03    0.26366E+01
    0.27366E+03   -0.80190E+02    0.43324E+03    0.26367E+01
    0.16982E+03   -0.88455E+02    0.43721E+03    0.26407E+01
   -0.31561E+02   -0.41263E+02    0.46647E+03    0.26688E+01
    0.69027E+02   -0.20874E+03    0.43417E+03    0.26377E+01
    0.67509E+03   -0.94701E+02    0.43240E+03    0.26359E+01
    0.13658E+03   -0.43089E+01    0.37120E+03    0.25696E+01
    0.17073E+03   -0.75951E+02    0.43682E+03    0.26403E+01
    0.36370E+03   -0.46009E+02    0.43274E+03    0.26362E+01
    0.20517E+02   -0.11755E+02    0.94344E+03    0.29747E+01
    0.16158E+03   -0.40517E+02    0.43397E+03    0.26375E+01
    0.15724E+03   -0.19119E+02    0.42241E+03    0.26257E+01
    0.19969E+03   -0.33734E+03    0.43277E+03    0.26363E+01
    0.14311E+02   -0.74513E+01    0.31464E+03    0.24978E+01
   -0.40580E+02   -0.99052E+01    0.45372E+03    0.26568E+01
    0.12545E+03   -0.52948E+01    0.28271E+03    0.24513E+01
   -0.32135E+02   -0.34447E+02    0.46719E+03    0.26695E+01
    0.11242E+03   -0.90084E+01    0.19993E+03    0.23009E+01
    0.73190E+02   -0.62058E+01    0.19449E+03    0.22889E+01
   -0.97424E+02   -0.10098E+03    0.43610E+03    0.26396E+01
    0.83373E+02   -0.19116E+03    0.43448E+03    0.26380E+01
   -0.23507E+03   -0.24751E+03    0.43275E+03    0.26362E+01
    0.12628E+03   -0.18021E+02    0.35866E+03    0.25547E+01
    0.11714E+02   -0.12248E+02    0.69339E+03    0.28410E+01
    0.17216E+02   -0.26531E+02    0.63872E+03    0.28053E+01
    0.91197E+01   -0.26492E+02    0.62278E+03    0.27943E+01
    0.11056E+03   -0.55358E+01    0.21840E+03    0.23393E+01
    0.37587E+03   -0.33516E+02    0.43269E+03    0.26362E+01
    0.14729E+03   -0.18541E+02    0.41167E+03    0.26145E+01
   -0.23577E+01   -0.29396E+02    0.56907E+03    0.27552E+01
   -0.76978E+01   -0.26398E+01    0.71127E+04    0.38520E+01
    0.31701E+02   -0.10679E+02    0.10250E+04    0.30107E+01
    0.32143E+03   -0.26902E+03    0.43262E+03    0.26361E+01
   -0.37768E+02   -0.30699E+03    0.43309E+03    0.26366E+01
    0.48362E+02   -0.64380E+02    0.46747E+03    0.26698E+01
    0.12366E+03   -0.19254E+02    0.36317E+03    0.25601E+01
   -0.58604E+02   -0.12053E+03    0.43691E+03    0.26404E+01
    0.13747E+03    0.45016E+00    0.37867E+03    0.25783E+01
    0.26907E+03   -0.90602E+02    0.43339E+03    0.26369E+01
    0.15472E+03   -0.41318E+02    0.43462E+03    0.26381E+01
    0.51359E+02   -0.47583E+01    0.22275E+03    0.23478E+01
    0.77236E+01   -0.66620E+01    0.25814E+03    0.24119E+01
    0.88222E+02   -0.55574E+01    0.21836E+03    0.23392E+01
    0.23070E+02   -0.32382E+02    0.58150E+03    0.27645E+01
    0.18037E+03   -0.22305E+02    0.43171E+03    0.26352E+01
    0.13461E+02   -0.12132E+02    0.71511E+03    0.28544E+01
    0.13293E+03   -0.27961E+01    0.36574E+03    0.25632E+01
    0.71998E+02   -0.14300E+02    0.77522E+03    0.28894E+01
    0.12447E+03   -0.28335E+03    0.43311E+03    0.26366E+01
    0.57236E+03   -0.27528E+03    0.43241E+03    0.26359E+01
    0.91500E+02   -0.95232E+01    0.35899E+03    0.25551E+01
    0.79622E+02   -0.10022E+02    0.68211E+03    0.28339E+01
    0.29473E+03   -0.11386E+03    0.43324E+03    0.26367E+01
   -0.83553E+01   -0.36206E+01    0.24231E+04    0.33844E+01
    0.84004E+01   -0.72207E+01    0.29974E+03    0.24767E+01
   -0.89973E+02   -0.18139E+02    0.43636E+03    0.26398E+01
    0.48610E+02   -0.23831E+02    0.62454E+03    0.27956E+01
    0.64235E+03   -0.93070E+02    0.43240E+03    0.26359E+01
   -0.43197E+02   -0.28866E+02    0.45979E+03    0.26626E+01
    0.74459E+02   -0.21215E+02    0.91064E+03    0.29593E+01
    0.66958E+02   -0.11204E+02    0.44748E+03    0.26508E+01
    0.13496E+03   -0.14586E+01    0.37217E+03    0.25707E+01
    0.80549E+02   -0.84828E+01    0.54740E+03    0.27383E+01
    0.15784E+03   -0.14898E+02    0.42272E+03    0.26261E+01
    0.16245E+02   -0.75351E+01    0.40798E+03    0.26106E+01
    0.87426E+02   -0.60949E+01    0.22329E+03    0.23489E+01
    0.76180E+02   -0.18538E+02    0.90778E+03    0.29580E+01
   -0.44403E+02   -0.87202E+01    0.45035E+03    0.26535E+01
    0.80705E+02   -0.11811E+02    0.78050E+03    0.28924E+01
    0.36918E+02   -0.10482E+02    0.92990E+03    0.29684E+01
    0.60541E+03   -0.27782E+03    0.43240E+03    0.26359E+01
    0.62488E+02   -0.80334E+01    0.29341E+03    0.24675E+01
    0.45179E+02   -0.95545E+01    0.92482E+03    0.29661E+01
    0.54073E+03   -0.99802E+02    0.43245E+03    0.26359E+01
    0.10870E+03   -0.10160E+02    0.21661E+03    0.23357E+01
    0.22162E+03   -0.14185E+02    0.43323E+03    0.26367E+01
    0.11143E+03   -0.63611E+01    0.18946E+03    0.22775E+01
    0.68098E+02   -0.98430E+01    0.31606E+03    0.24998E+01
    0.10509E+03   -0.21129E+02    0.46108E+03    0.26638E+01
    0.20498E+03   -0.16845E+03    0.43358E+03    0.26371E+01
   -0.19931E+03   -0.55851E+02    0.43329E+03    0.26368E+01
    0.41273E+03   -0.46702E+02    0.43261E+03    0.26361E+01
    0.11195E+03   -0.11059E+02    0.23690E+03    0.23746E+01
   -0.24217E+01   -0.74491E+02    0.45044E+03    0.26536E+01
    0.16380E+03   -0.33616E+03    0.43287E+03    0.26364E+01
    0.79422E+02   -0.13769E+02    0.93818E+03    0.29723E+01
    0.28379E+02   -0.34590E+03    0.43302E+03    0.26365E+01
